20000101	1221790
20000102	1282410
20000103	1241980
20000104	1265880
20000105	1301360
20000106	1298670
20000107	1273770
20000108	1300620
20000109	1301750
20000110	1318300
20000111	1327550
20000112	1356910
20000113	1329360
20000114	1312580
20000115	1330460
20000116	1316710
20000117	1293410
20000118	1303150
20000119	1304690
20000120	1301800
20000121	1286760
20000122	1303180
20000123	1302230
20000124	1285860
20000125	1297670
20000126	1302460
20000127	1304330
20000128	1297080
20000129	1315840
20000130	1307490
20000131	1325940
20000201	1311260
20000202	1302460
20000203	1286620
20000204	1254840
20000205	1334820
20000206	1316070
20000207	1300180
20000208	1312700
20000209	1322690
20000210	1324290
20000211	1301220
20000212	1329480
20000213	1344410
20000214	1316200
20000215	1298770
20000216	1292840
20000217	1291300
20000218	1257040
20000219	1161510
20000220	1131040
20000221	1158920
20000222	1170040
20000223	1180570
20000224	1185130
20000225	1168810
20000226	1219190
20000227	1250270
20000228	1247470
20000229	1268050
20000301	1272450
20000302	1259330
20000303	1253240
20000304	1253970
20000305	1251260
20000306	1268620
20000307	1271920
20000308	1301350
20000309	1271750
20000310	1267570
20000311	1283680
20000312	1267290
20000313	1270150
20000314	1253520
20000315	1287010
20000316	1262660
20000317	1267490
20000318	1265480
20000319	1252990
20000320	1239940
20000321	1282130
20000322	1291390
20000323	1238910
20000324	1216360
20000325	1294160
20000326	1272960
20000327	1268830
20000328	1265110
20000329	1251390
20000330	1243140
20000331	1251390
20000401	1242310
20000402	1256230
20000403	1236740
20000404	1238780
20000405	1261270
20000406	1264870
20000407	1243760
20000408	1269990
20000409	1255340
20000410	1263390
20000411	1258020
20000412	1254570
20000413	1220710
20000414	1214410
20000415	1232470
20000416	1247210
20000417	1261450
20000418	1266820
20000419	1270970
20000420	1267860
20000421	1244790
20000422	1284790
20000423	1302930
20000424	1273300
20000425	1282350
20000426	1306470
20000427	1294990
20000428	1249010
20000429	1234530
20000430	1254540
20000501	1172680
20000502	1238920
20000503	1244000
20000504	1245930
20000505	1201170
20000506	1251330
20000507	1277060
20000508	1279400
20000509	1289310
20000510	1288860
20000511	1268640
20000512	1260690
20000513	1294670
20000514	1308980
20000515	1312510
20000516	1338540
20000517	1346500
20000518	1304270
20000519	1285700
20000520	1315690
20000521	1321780
20000522	1337360
20000523	1333750
20000524	1346180
20000525	1319540
20000526	1300040
20000527	1344220
20000528	1353050
20000529	1367000
20000530	1392320
20000531	1400620
20000601	1353070
20000602	1357470
20000603	1386980
20000604	1387880
20000605	1393490
20000606	1363730
20000607	1373140
20000608	1364070
20000609	1340880
20000610	1381950
20000611	1398110
20000612	1424930
20000613	1369470
20000614	1386070
20000615	1289340
20000616	1280600
20000617	1373160
20000618	1382780
20000619	1348520
20000620	1355420
20000621	1385120
20000622	1371400
20000623	1308540
20000624	1364100
20000625	1421960
20000626	1428830
20000627	1374770
20000628	1382410
20000629	1380770
20000630	1375140
20000701	1389350
20000702	1430150
20000703	1376240
20000704	1343160
20000705	1382030
20000706	1419240
20000707	1458990
20000708	1441210
20000709	1404560
20000710	1361710
20000711	1352080
20000712	1418020
20000713	1392680
20000714	1422600
20000715	1446730
20000716	1450670
20000717	1423390
20000718	1418770
20000719	1452850
20000720	1405290
20000721	1387790
20000722	1335620
20000723	1365070
20000724	1290340
20000725	1294870
20000726	1322480
20000727	1384950
20000728	1377340
20000729	1377920
20000730	1377340
20000731	1347850
20000801	1414340
20000802	1407270
20000803	1444060
20000804	1433090
20000805	1449780
20000806	1413460
20000807	1398150
20000808	1397690
20000809	1361020
20000810	1337180
20000811	1373080
20000812	1384850
20000813	1348920
20000814	1351300
20000815	1395630
20000816	1408580
20000817	1400660
20000818	1412360
20000819	1413580
20000820	1389050
20000821	1392710
20000822	1449330
20000823	1505050
20000824	1451320
20000825	1466090
20000826	1468760
20000827	1463430
20000828	1445660
20000829	1447270
20000830	1417240
20000831	1382140
20000901	1354700
20000902	1296140
20000903	1356430
20000904	1378910
20000905	1342790
20000906	1366290
20000907	1351270
20000908	1342690
20000909	1379320
20000910	1393930
20000911	1386180
20000912	1355690
20000913	1310260
20000914	1355190
20000915	1311200
20000916	1352020
20000917	1342550
20000918	1348040
20000919	1341230
20000920	1349110
20000921	1331380
20000922	1331960
20000923	1363610
20000924	1368990
20000925	1352840
20000926	1340260
20000927	1349930
20000928	1324540
20000929	1275970
20000930	1234450
20001001	1178120
20001002	1209300
20001003	1286030
20001004	1324090
20001005	1239070
20001006	1276400
20001007	1302240
20001008	1295370
20001009	1289400
20001010	1299450
20001011	1296550
20001012	1279070
20001013	1249460
20001014	1245600
20001015	1262890
20001016	1258450
20001017	1260380
20001018	1267000
20001019	1258040
20001020	1225490
20001021	1271680
20001022	1255990
20001023	1265660
20001024	1272400
20001025	1252120
20001026	1252400
20001027	1237060
20001028	1254900
20001029	1240840
20001030	1237930
20001031	1218570
20001101	1238670
20001102	1232980
20001103	1184380
20001104	1215180
20001105	1240660
20001106	1223590
20001107	1237910
20001108	1232530
20001109	1240850
20001110	1191360
20001111	1243020
20001112	1259010
20001113	1263350
20001114	1253600
20001115	1277250
20001116	1244680
20001117	1244250
20001118	1270370
20001119	1245430
20001120	1268580
20001121	1263440
20001122	1289710
20001123	1271290
20001124	1269600
20001125	1298770
20001126	1279670
20001127	1281270
20001128	1299300
20001129	1302170
20001130	1273210
20001201	1271440
20001202	1289620
20001203	1284440
20001204	1253620
20001205	1311410
20001206	1314080
20001207	1314640
20001208	1291700
20001209	1302870
20001210	1316980
20001211	1304220
20001212	1294610
20001213	1305710
20001214	1285190
20001215	1245090
20001216	1277730
20001217	1283480
20001218	1277630
20001219	1278410
20001220	1289280
20001221	1233870
20001222	1250330
20001223	1269810
20001224	1262770
20001225	1259050
20001226	1264390
20001227	1292870
20001228	1259340
20001229	1241520
20001230	1256170
20001231	1235060
20010101	1224777.6
20010102	1270069.2
20010103	1280584.8
20010104	1310641.2
20010105	1282716.9
20010106	1319987.25
20010107	1342115.55
20010108	1353800.7
20010109	1359700.2
20010110	1378040.4
20010111	1372140.9
20010112	1353780
20010113	1367617.95
20010114	1360290.15
20010115	1378402.65
20010116	1377284.85
20010117	1401762.6
20010118	1376901.9
20010119	1370505.6
20010120	1387169.1
20010121	1362391.2
20010122	1366862.4
20010123	1387624.5
20010124	1361056.05
20010125	1351130.4
20010126	1347156
20010127	1376694.9
20010128	1369760.4
20010129	1356605.55
20010130	1357992.45
20010131	1354690.8
20010201	1409598.9
20010202	1407887.6
20010203	1410874.2
20010204	1425927.1
20010205	1445176.5
20010206	1381149.9
20010207	1246785.6
20010208	1221628.4
20010209	1228876.9
20010210	1252704.3
20010211	1275398.1
20010212	1310834
20010213	1330900.9
20010214	1341354
20010215	1328372.1
20010216	1337735.2
20010217	1365693.7
20010218	1354989.9
20010219	1328350.3
20010220	1366216.9
20010221	1355164.3
20010222	1341528.4
20010223	1352210.4
20010224	1375547.3
20010225	1360908.6
20010226	1364254.9
20010227	1358227.2
20010228	1396388.1
20010301	1247910
20010302	1239530
20010303	1291610
20010304	1279950
20010305	1268920
20010306	1279560
20010307	1275060
20010308	1246860
20010309	1232210
20010310	1255090
20010311	1250580
20010312	1237420
20010313	1233720
20010314	1275340
20010315	1260230
20010316	1237660
20010317	1260590
20010318	1245440
20010319	1265550
20010320	1264950
20010321	1265130
20010322	1238770
20010323	1231300
20010324	1249470
20010325	1253760
20010326	1237930
20010327	1246390
20010328	1263570
20010329	1236940
20010330	1222950
20010331	1233780
20010401	1297965.6
20010402	1290837.6
20010403	1308754.8
20010404	1326790.8
20010405	1302015.6
20010406	1305050.4
20010407	1329382.8
20010408	1305547.2
20010409	1325365.2
20010410	1334361.6
20010411	1355292
20010412	1337245.2
20010413	1328162.4
20010414	1345669.2
20010415	1328842.8
20010416	1331143.2
20010417	1329728.4
20010418	1339794
20010419	1316044.8
20010420	1299801.6
20010421	1322298
20010422	1321574.4
20010423	1314705.6
20010424	1323334.8
20010425	1356728.4
20010426	1343930.4
20010427	1342677.6
20010428	1360195.2
20010429	1346230.8
20010430	1355778
20010501	1178720
20010502	1168710
20010503	1183760
20010504	1220860
20010505	1233520
20010506	1187850
20010507	1206540
20010508	1227880
20010509	1242010
20010510	1203300
20010511	1207710
20010512	1182760
20010513	1226020
20010514	1258900
20010515	1246900
20010516	1273630
20010517	1249410
20010518	1229260
20010519	1262980
20010520	1264050
20010521	1258340
20010522	1289710
20010523	1268510
20010524	1244290
20010525	1250150
20010526	1247190
20010527	1232920
20010528	1238410
20010529	1242750
20010530	1279530
20010531	1229640
20010601	1234300
20010602	1256390
20010603	1220410
20010604	1241370
20010605	1252680
20010606	1260900
20010607	1241290
20010608	1244410
20010609	1290060
20010610	1299430
20010611	1334160
20010612	1410150
20010613	1385670
20010614	1338710
20010615	1329710
20010616	1370440
20010617	1387180
20010618	1381840
20010619	1327040
20010620	1366890
20010621	1380480
20010622	1361840
