2015110032,73.2
2015110042,66.55
2015110022,92.25
2015110013,80.0
2015110018,83.05
2015110059,77.7
2015110017,91.05
2015110028,92.05000000000001
2015110034,84.30000000000001
2015110036,75.2
2015110030,82.0
2015110066,92.5
2015110041,65.35
2015110055,76.3
2015110052,87.25
2015110031,88.39999999999999
2015110026,88.35
2015110027,90.05
2015110071,79.0
2015110025,89.3
2015110080,88.4
2015110094,94.15
2015110086,82.95
2015110054,89.5
2015110073,80.39999999999999
2015110051,89.45
2015110044,79.15
2015110019,73.2
2015110060,72.19999999999999
2015110088,72.85
2015110076,89.05000000000001
2015110015,92.7
2015110033,77.1
2015110065,84.7
2015110062,78.25
2015110021,67.15
2015110087,79.55000000000001
2015110067,79.4
2015110035,79.1
2015110014,84.7
2015110069,88.55000000000001
2015110048,79.5
2015110053,85.80000000000001
2015110049,89.05
2015110089,69.75
2015110074,77.75
2015110037,79.05
2015110072,91.5
2015110050,83.7
2015110058,82.55
2015110029,76.75
2015110046,77.45
2015110057,82.55
2015110016,89.15
2015110064,81.1
2015110043,76.0
2015110063,79.85000000000001
2015110024,73.0
2015110068,87.69999999999999
2015110020,79.15
2015110075,84.85
2015110083,79.2
2015110084,75.0
2015110038,83.15
2015110011,71.7
2015110070,70.15
2015110040,65.6
2015110082,86.95
2015110039,70.05
2015110077,72.25
2015110078,74.0
2015110081,73.5
2015110056,34.0
2015110093,86.45
2015110047,81.55000000000001
2015110012,83.55
2015110079,79.39999999999999
2015110023,51.5
2015110092,67.44999999999999
2015110085,86.6
