32.6667	5.45	3
32	5.45	4
31.3333	5.45	5
33	5.45	6
33	5.45	7
31	5.45	1
32.3333	5.45	2
30	5.45	3
30	5.45	4
31	5.45	5
31.3333	5.45	6
32	5.45	7
30.3333	5.45	1
30.6667	5.45	2
29	5.45	3
30.3333	5.45	4
31	5.45	5
31.3333	5.45	6
28.3333	5.45	7
29.6667	5.45	1
29.3333	5.45	2
31.3333	5.45	3
32.3333	5.45	4
32	5.45	5
31.6667	5.45	6
31	5.45	7
31.6667	5.45	1
29.3333	5.45	2
28.3333	5.45	3
29.3333	5.45	4
27	5.45	5
